                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.4485,                 0.0137,                0.15068,                 3.4661,              4.284e-05,              4.284e-05,              4.284e-05
